"lon" "lat" "date" "t_max"
15.7499 50.7499 1950-10-06 14.7799996696413
15.7499 50.7499 1950-10-07 13.21999970451
15.7499 50.7499 1950-10-08 12.8299997132272
15.7499 50.7499 1950-10-09 11.7799997366965
15.7499 50.7499 1950-10-10 10.4899997655302
15.7499 50.7499 1950-10-11 9.54999978654087
15.7499 50.7499 1950-10-12 4.68999989517033
15.7499 50.7499 1950-10-13 7.59999983012676
15.7499 50.7499 1950-10-14 8.39999981224537
15.7499 50.7499 1950-10-15 11.6399997398257
15.7499 50.7499 1950-10-16 11.3899997454137
15.7499 50.7499 1950-10-17 8.57999980822206
15.7499 50.7499 1950-10-18 7.17999983951449
15.7499 50.7499 1950-10-19 6.2599998600781
15.7499 50.7499 1950-10-20 7.00999984331429
15.7499 50.7499 1950-10-21 5.84999986924231
15.7499 50.7499 1950-10-22 5.62999987415969
15.7499 50.7499 1950-10-23 6.52999985404313
15.7499 50.7499 1950-10-24 6.47999985516071
15.7499 50.7499 1950-10-25 4.84999989159405
15.7499 50.7499 1950-10-26 0.0699999984353781
15.7499 50.7499 1950-10-27 -3.76999991573393
15.7499 50.7499 1950-10-28 -4.00999991036952
15.7499 50.7499 1950-10-29 -2.50999994389713
15.7499 50.7499 1950-10-30 1.95999995619059
15.7499 50.7499 1950-10-31 1.55999996513128
15.7499 50.7499 1950-11-01 2.53999994322658
15.7499 50.7499 1950-11-02 2.58999994210899
15.7499 50.7499 1950-11-03 2.42999994568527
15.7499 50.7499 1950-11-04 2.05999995395541
15.7499 50.7499 1950-11-05 -1.49999996647239
15.7499 50.7499 1950-11-06 -2.87999993562698
15.7499 50.7499 1950-11-07 -1.56999996490777
15.7499 50.7499 1950-11-08 -2.31999994814396
15.7499 50.7499 1950-11-09 1.34999996982515
15.7499 50.7499 1950-11-10 4.6499998960644
15.7499 50.7499 1950-11-11 7.02999984286726
15.7499 50.7499 1950-11-12 6.51999985426664
15.7499 50.7499 1950-11-13 6.63999985158443
15.7499 50.7499 1950-11-14 6.75999984890223
15.7499 50.7499 1950-11-15 1.07999997586012
15.7499 50.7499 1950-11-16 -0.909999979659915
15.7499 50.7499 1950-11-17 -1.02999997697771
15.7499 50.7499 1950-11-18 -1.44999996758997
15.7499 50.7499 1950-11-19 -0.709999984130263
15.7499 50.7499 1950-11-20 1.6099999640137
15.7499 50.7499 1950-11-21 3.63999991863966
15.7499 50.7499 1950-11-22 5.41999987885356
15.7499 50.7499 1950-11-23 5.99999986588955
15.7499 50.7499 1950-11-24 1.39999996870756
15.7499 50.7499 1950-11-25 0.709999984130263
15.7499 50.7499 1950-11-26 -0.519999988377094
15.7499 50.7499 1950-11-27 -1.35999996960163
15.7499 50.7499 1950-11-28 2.51999994367361
15.7499 50.7499 1950-11-29 4.71999989449978
15.7499 50.7499 1950-11-30 3.56999992020428
15.7499 50.7499 1950-12-01 2.28999994881451
15.7499 50.7499 1950-12-02 4.26999990455806
15.7499 50.7499 1950-12-03 4.71999989449978
15.7499 50.7499 1950-12-04 -1.07999997586012
15.7499 50.7499 1950-12-05 -3.3299999255687
15.7499 50.7499 1950-12-06 -4.84999989159405
15.7499 50.7499 1950-12-07 -2.26999994926155
15.7499 50.7499 1950-12-08 1.32999997027218
15.7499 50.7499 1950-12-09 1.15999997407198
15.7499 50.7499 1950-12-10 0.739999983459711
15.7499 50.7499 1950-12-11 -0.719999983906746
15.7499 50.7499 1950-12-12 -1.27999997138977
15.7499 50.7499 1950-12-13 -2.68999993987381
15.7499 50.7499 1950-12-14 0.919999979436398
15.7499 50.7499 1950-12-15 1.76999996043742
15.7499 50.7499 1950-12-16 2.27999994903803
15.7499 50.7499 1950-12-17 -3.91999991238117
15.7499 50.7499 1950-12-18 -4.30999990366399
15.7499 50.7499 1950-12-19 -5.11999988555908
15.7499 50.7499 1950-12-20 -1.19999997317791
15.7499 50.7499 1950-12-21 -2.11999995261431
15.7499 50.7499 1950-12-22 -4.39999990165234
15.7499 50.7499 1950-12-23 -0.699999984353781
15.7499 50.7499 1950-12-24 1.07999997586012
15.7499 50.7499 1950-12-25 1.32999997027218
15.7499 50.7499 1950-12-26 0.209999995306134
15.7499 50.7499 1950-12-27 -2.81999993696809
15.7499 50.7499 1950-12-28 -6.54999985359609
15.7499 50.7499 1950-12-29 -5.34999988041818
15.7499 50.7499 1950-12-30 -5.23999988287687
15.7499 50.7499 1950-12-31 -8.2699998151511
15.7499 50.7499 1951-01-01 -5.21999988332391
15.7499 50.7499 1951-01-02 -2.95999993383884
15.7499 50.7499 1951-01-03 -0.539999987930059
15.7499 50.7499 1951-01-04 -2.15999995172024
15.7499 50.7499 1951-01-05 1.32999997027218
15.7499 50.7499 1951-01-06 2.53999994322658
15.7499 50.7499 1951-01-07 3.93999991193414
15.7499 50.7499 1951-01-08 -0.769999982789159
15.7499 50.7499 1951-01-09 -0.999999977648258
15.7499 50.7499 1951-01-10 -1.01999997720122
15.7499 50.7499 1951-01-11 0.989999977871776
15.7499 50.7499 1951-01-12 3.52999992109835
15.7499 50.7499 1951-01-13 2.53999994322658
15.7499 50.7499 1951-01-14 -1.06999997608364
15.7499 50.7499 1951-01-15 -2.57999994233251
15.7499 50.7499 1951-01-16 -2.37999994680285
15.7499 50.7499 1951-01-17 -3.97999991104007
15.7499 50.7499 1951-01-18 -1.22999997250736
15.7499 50.7499 1951-01-19 -0.299999993294477
15.7499 50.7499 1951-01-20 -2.60999994166195
15.7499 50.7499 1951-01-21 -3.59999991953373
15.7499 50.7499 1951-01-22 -2.44999994523823
15.7499 50.7499 1951-01-23 0.0799999982118607
15.7499 50.7499 1951-01-24 -1.79999995976686
15.7499 50.7499 1951-01-25 -0.219999995082617
15.7499 50.7499 1951-01-26 1.49999996647239
15.7499 50.7499 1951-01-27 1.99999995529652
15.7499 50.7499 1951-01-28 -0.919999979436398
15.7499 50.7499 1951-01-29 0.409999990835786
15.7499 50.7499 1951-01-30 1.15999997407198
15.7499 50.7499 1951-01-31 0.829999981448054
15.7499 50.7499 1951-02-01 2.67999994009733
15.7499 50.7499 1951-02-02 0.419999990612268
15.7499 50.7499 1951-02-03 -3.42999992333353
15.7499 50.7499 1951-02-04 -5.97999986633658
15.7499 50.7499 1951-02-05 -0.419999990612268
15.7499 50.7499 1951-02-06 2.01999995484948
15.7499 50.7499 1951-02-07 1.65999996289611
15.7499 50.7499 1951-02-08 1.12999997474253
15.7499 50.7499 1951-02-09 1.81999995931983
15.7499 50.7499 1951-02-10 0.989999977871776
15.7499 50.7499 1951-02-11 4.97999988868833
15.7499 50.7499 1951-02-12 4.99999988824129
15.7499 50.7499 1951-02-13 5.24999988265336
15.7499 50.7499 1951-02-14 4.13999990746379
15.7499 50.7499 1951-02-15 0.639999985694885
15.7499 50.7499 1951-02-16 0.629999985918403
15.7499 50.7499 1951-02-17 -0.379999991506338
15.7499 50.7499 1951-02-18 1.66999996267259
15.7499 50.7499 1951-02-19 -2.42999994568527
15.7499 50.7499 1951-02-20 -2.10999995283782
15.7499 50.7499 1951-02-21 -0.61999998614192
15.7499 50.7499 1951-02-22 -0.96999997831881
15.7499 50.7499 1951-02-23 -2.34999994747341
15.7499 50.7499 1951-02-24 -1.7799999602139
15.7499 50.7499 1951-02-25 0.339999992400408
15.7499 50.7499 1951-02-26 -0.219999995082617
15.7499 50.7499 1951-02-27 -3.35999992489815
15.7499 50.7499 1951-02-28 -4.75999989360571
15.7499 50.7499 1951-03-01 -5.57999987527728
15.7499 50.7499 1951-03-02 -5.2799998819828
15.7499 50.7499 1951-03-03 -1.51999996602535
15.7499 50.7499 1951-03-04 -2.66999994032085
15.7499 50.7499 1951-03-05 -7.0599998421967
15.7499 50.7499 1951-03-06 -1.66999996267259
15.7499 50.7499 1951-03-07 1.51999996602535
15.7499 50.7499 1951-03-08 1.27999997138977
15.7499 50.7499 1951-03-09 -0.61999998614192
15.7499 50.7499 1951-03-10 -1.89999995753169
15.7499 50.7499 1951-03-11 1.719999961555
15.7499 50.7499 1951-03-12 2.64999994076788
15.7499 50.7499 1951-03-13 2.009999955073
15.7499 50.7499 1951-03-14 6.15999986231327
15.7499 50.7499 1951-03-15 1.96999995596707
15.7499 50.7499 1951-03-16 1.55999996513128
15.7499 50.7499 1951-03-17 8.49999981001019
15.7499 50.7499 1951-03-18 8.57999980822206
15.7499 50.7499 1951-03-19 5.94999986700714
15.7499 50.7499 1951-03-20 4.49999989941716
15.7499 50.7499 1951-03-21 -4.91999989002943
15.7499 50.7499 1951-03-22 -1.50999996624887
15.7499 50.7499 1951-03-23 2.59999994188547
15.7499 50.7499 1951-03-24 3.04999993182719
15.7499 50.7499 1951-03-25 -0.589999986812472
15.7499 50.7499 1951-03-26 -3.1599999293685
15.7499 50.7499 1951-03-27 1.49999996647239
15.7499 50.7499 1951-03-28 0.229999994859099
15.7499 50.7499 1951-03-29 -1.21999997273088
15.7499 50.7499 1951-03-30 0.119999997317791
